,donor_id,churn_date
501505,5125134644682816885,2008-9-12
501522,5125466882296208354,2014-9-10
501633,5128425105889020841,2009-12-18
501900,5129690968319410875,2014-8-14
501986,5129790543594910897,2020-1-8
502005,5129826528074529094,2010-8-16
502010,5129826528074529094,2011-1-16
502088,5129826528074529094,2017-10-16
502092,5129826528074529094,2018-2-16
502111,5129826528074529094,2020-2-16
502144,5131894320360152006,2007-7-9
502179,5132667357394378468,2020-3-12
502331,5133469400742234915,2019-9-2
502413,5134185477923636710,2007-7-7
502473,5134263654070649779,2011-12-19
502522,5135692015176789507,2019-7-17
502525,5137807804782051917,2012-8-10
502529,5140993328734282782,2020-2-20
502551,5142173052752413747,2002-9-16
502552,5143583627569409313,2020-2-27
502577,5143647413769903536,2013-8-27
502604,5143647413769903536,2017-8-9
502622,5147615395013500919,2019-8-16
502642,5149323103153398883,2011-6-27
502646,5151297208686155178,2003-12-18
502789,5151412336646359320,2012-7-17
502842,5151904132520167888,2005-8-8
502843,5152502044631314736,2007-4-28
502861,5152730323359601781,2013-10-20
502870,5154947855229109722,2008-9-6
502876,5155186125903277505,2012-10-27
502902,5155723690616130052,2019-2-18
502935,5156275839576141488,2020-3-5
502941,5156686120763080157,2011-9-17
502993,5159318797480047499,2011-3-21
503011,5159318797480047499,2014-4-26
503030,5160010231368574569,2018-3-7
503187,5160744350489301520,2020-1-23
503272,5161654118830351302,2014-3-19
503362,5162441521873652323,2010-9-19
503376,5164763614469519948,2012-12-25
503403,5165188603628833185,2020-2-27
503405,5166554999707312924,2020-2-25
503444,5167130408408338479,2013-5-11
503520,5167130408408338479,2019-11-11
503523,5167388229482978317,2015-1-8
503529,5167388229482978317,2015-10-8
503532,5168109426341270584,2010-7-2
503548,5169586924575901797,2007-2-21
503559,5171710865607785167,2014-3-29
503618,5171710865607785167,2019-3-1
503629,5172053964961632811,2004-9-11
503638,5173456362837124779,2010-8-23
503643,5174264096460055188,2002-3-14
503648,5176787064268114470,2012-8-5
503741,5177560086182472717,2014-6-19
503755,5178817837777657340,2010-2-15
503780,5178817837777657340,2012-3-15
503830,5178941906286897033,2020-3-18
503842,5180310737208771737,2009-12-6
503878,5181150198870597482,2011-11-26
503882,5181909965947171467,2007-10-4
503889,5182707253389698356,2001-7-14
503896,5182836821047690736,2011-11-20
503897,5182836821047690736,2012-5-22
503899,5184884974474539664,2009-11-18
503918,5185954146023363071,2019-7-8
504050,5185958117266525474,2020-2-27
504056,5186116416780125173,2016-9-8
504067,5186613239929892912,2001-6-17
504078,5188605706706742443,2016-12-16
504081,5189367648195532772,2017-12-9
504106,5189957197059705917,2009-10-24
504113,5191422261557709294,2020-2-21
504142,5191573842044002578,2020-3-1
504194,5192266559992633751,2011-5-6
504224,5193652040599166524,2008-12-14
504237,5195104346090096618,2001-9-15
504240,5195950130806699420,2012-9-3
504271,5196748325130197095,2003-2-15
504279,5198209408477210975,2008-7-12
504282,5198532983417151082,2020-2-27
504284,5198878844908236650,2009-12-30
504286,5198878844908236650,2010-7-4
504287,5199324996534090153,2012-5-4
504321,5199474744032874495,2012-5-20
504383,5199474744032874495,2017-10-20
504386,5200937658265191632,2012-3-11
504402,5200937658265191632,2015-11-25
504422,5200937658265191632,2019-1-11
504431,5200937658265191632,2020-3-11
504477,5201946902796323600,2012-3-16
504488,5202745082982963592,2008-9-25
504491,5202745082982963592,2009-8-31
504493,5203415140528142678,2003-7-9
504500,5204895823616491706,2020-3-18
504501,5206398370474244431,2019-10-18
504504,5206441060684996587,2020-2-21
504638,5207231595463694420,2020-2-14
504753,5209170222042306195,2018-7-18
504994,5209872333777372266,2020-3-14
505115,5210357178220891502,2020-3-3
505116,5210515673321966909,2001-1-9
505117,5210515673321966909,2002-1-9
505118,5210515673321966909,2003-1-9
505119,5210515673321966909,2004-1-9
505120,5210515673321966909,2005-1-9
505131,5210515673321966909,2006-6-9
505132,5210515673321966909,2007-1-9
505133,5210515673321966909,2008-1-9
505136,5210515673321966909,2010-2-9
505137,5210515673321966909,2011-2-9
505138,5210515673321966909,2012-2-9
505139,5210515673321966909,2013-2-9
505140,5210515673321966909,2014-2-9
505141,5210515673321966909,2015-2-9
505142,5210515673321966909,2016-2-9
505158,5210768306265026688,2018-8-25
505178,5211515762475022480,2003-1-19
505181,5212438174098686839,2010-3-15
505184,5212438174098686839,2010-10-15
505231,5212438174098686839,2015-9-15
505233,5212438174098686839,2016-2-15
505280,5212759838698428984,2004-6-16
505293,5216530929825994624,2013-11-8
505321,5217080533661065780,2011-6-29
505331,5217137645921267944,2009-10-15
505333,5218591063959096382,2016-3-6
505366,5223014801750763223,2003-5-22
505372,5223671306143403017,2019-7-21
505439,5227340975041118638,2020-1-21
505444,5227357826249527710,2011-3-31
505449,5227357826249527710,2012-1-2
505486,5227370471589456168,2005-5-19
505514,5227399120369814250,2015-3-26
505570,5227399120369814250,2020-3-13
505586,5229965008258064614,2014-5-9
505601,5233879858322356650,2020-1-15
505602,5234902260851981238,2008-10-27
505605,5234902260851981238,2009-2-24
505611,5235854789982337770,2016-10-11
505629,5235975526747442281,2002-2-9
505701,5236237682907169577,2008-11-11
505704,5237370001038050589,2017-4-10
505771,5237866173218421461,2020-3-10
505781,5240504391965840473,2016-11-18
505798,5241591315212099515,2020-2-14
505811,5242029517595065889,2020-2-9
505849,5242417190695114319,2015-5-31
505853,5243166333477273429,2016-7-21
505962,5243421811316911076,2015-9-26
505968,5245120780198972848,2011-9-4
506120,5245341432310923893,2019-8-28
506129,5246070697609059159,2009-10-30
506133,5246609204665118815,2011-2-11
506175,5246713419562191490,2007-7-14
506257,5246713419562191490,2014-8-15
506290,5247148786804424952,2014-3-10
506291,5247371976823418771,2012-1-21
506394,5248473857659574477,2017-6-22
506473,5248497441602594501,2007-4-8
506474,5250437717283001824,2010-3-1
506490,5250437717283001824,2012-12-21
506492,5250437717283001824,2013-8-15
506512,5250437717283001824,2015-7-9
506515,5250461442751361689,2007-3-24
506531,5251507748503010338,2019-12-19
506533,5252501590664969395,2007-1-30
506688,5252501590664969395,2020-1-26
506693,5252526187983341517,2018-1-31
506696,5254411535939428823,2020-2-24
506697,5254704265019291169,2008-10-17
506699,5254704265019291169,2009-5-7
506700,5254704265019291169,2010-5-17
506719,5256616155572068060,2002-4-13
506744,5256935690421219119,2002-9-11
506754,5257123165462422174,2020-2-13
506768,5258007378210025619,2003-3-18
506774,5258137041157951091,2019-1-4
506776,5258634905916875872,2007-1-20
506784,5262208827060736137,2016-9-4
506797,5262208827060736137,2020-3-13
506808,5262258502415153389,2003-5-19
506840,5262301231875599101,2010-9-12
506853,5263776480207144686,2014-3-9
506854,5263776480207144686,2014-7-9
506959,5263861880317179928,2020-2-15
506962,5266349125145767016,2011-5-17
506970,5266562849379486129,2013-8-15
506976,5266713340223298754,2010-5-20
507071,5267309071701188668,2008-9-16
507074,5268609423753459554,2005-11-11
507077,5268609423753459554,2006-4-11
507083,5268901339938436989,2012-10-29
507085,5269289565396371268,2013-1-30
507086,5269795115453193619,2011-6-13
507139,5270586448505254860,2014-3-19
507152,5271081534958258427,2009-3-22
507154,5271517469732000632,2010-11-20
507288,5271927481515893528,2020-2-15
507294,5272473198006109029,2009-6-21
507354,5272556563740314017,2020-2-21
507398,5272830581891070581,2010-8-31
507446,5273280219097141642,2014-7-15
507455,5273437040369933352,2003-3-17
507486,5273577705023328902,2017-6-21
507610,5273676771784297965,2010-12-20
507653,5273676771784297965,2014-9-20
507665,5273676771784297965,2017-8-13
507735,5276197837329395186,2020-1-21
507749,5276549296224491362,2002-5-22
507763,5277242570345261017,2002-2-14
507765,5277889734539367715,2012-5-22
507772,5278597400626243209,2019-8-13
507832,5278669854415521913,2020-3-9
507846,5280043149346297483,2013-7-18
507849,5280141117632896723,2017-7-27
507850,5280141117632896723,2017-11-16
507874,5280141117632896723,2020-2-20
507883,5282354220841710327,2020-1-4
507905,5282883240059586885,2018-6-8
507913,5282883240059586885,2020-3-8
507914,5283000009386680519,2018-12-1
507931,5283910688653467962,2015-3-7
508065,5284388491306675846,2020-2-20
508081,5285093716935605010,2009-2-27
508084,5285093716935605010,2009-6-26
508090,5285093716935605010,2010-1-26
508094,5285093716935605010,2010-6-26
508098,5285093716935605010,2010-11-26
508119,5285291344546014183,2003-11-14
508181,5288636339431263305,2020-2-17
508182,5288963316639487622,2020-1-30
508184,5289038119874228613,2017-12-22
508188,5289038119874228613,2018-4-13
508195,5289038119874228613,2018-10-26
508223,5289263140230524453,2013-5-26
508322,5289771476147983192,2018-2-21
508382,5290171099344071423,2020-3-4
508393,5290320032290122907,2007-12-6
508411,5290418226196914149,2019-8-10
508414,5290418226196914149,2020-2-2
508425,5291964973081173742,2012-8-26
508430,5292880680427490335,2012-11-24
508439,5294038818847824462,2006-12-31
508550,5295004126759531088,2020-1-22
508558,5296124777468852091,2016-8-4
508585,5296124777468852091,2019-7-18
508588,5296124777468852091,2020-3-18
508599,5296421225883302935,2011-6-8
508607,5297557473005085894,2012-1-24
508608,5300773244173647421,2005-9-25
508609,5301105864337598918,2011-7-27
508610,5301105864337598918,2012-7-27
508611,5301105864337598918,2013-7-27
508612,5301105864337598918,2014-7-27
508613,5301105864337598918,2015-7-29
508614,5301105864337598918,2016-7-27
508615,5301105864337598918,2017-7-27
508616,5301105864337598918,2018-7-27
508617,5301105864337598918,2019-7-27
508825,5301186811265291236,2019-1-8
508827,5301744676607736563,2001-9-15
508842,5303706538127813256,2007-7-21
508858,5303868440848194176,2008-5-6
508859,5304367882532176794,2017-4-20
508860,5305184538975342861,2001-1-19
508868,5306994728327523941,2018-4-12
508930,5308647255740907449,2017-1-31
508934,5311022109244377123,2017-6-14
508940,5311061639128161550,2011-5-3
508955,5312529642706960757,2010-11-22
508957,5312539557335035353,2002-2-12
508990,5313035686451390219,2004-7-18
509015,5313142733717607985,2011-11-25
509036,5313757904144335837,2006-4-10
509038,5313800241538736651,2017-9-1
509060,5315077521152106001,2002-7-11
509062,5315421140897348248,2013-9-4
509093,5315659881612539245,2008-7-13
509102,5318520376132445421,2011-2-12
509108,5319294163749890256,2000-11-7
509109,5321028985695591777,2007-1-29
509118,5321206610499821122,2009-8-26
509141,5321206629527141778,2013-10-14
509161,5322153695297309012,2008-7-21
509168,5322579266680732727,2010-10-15
509176,5322837924853160204,2016-12-26
509178,5323548767129974523,2010-9-20
509180,5326745953904903565,2016-3-7
509196,5327332704238647113,2012-5-3
509203,5328130490069276534,2012-3-25
509287,5328554931358419768,2008-3-15
509288,5329093027393290660,2009-12-14
509291,5329372756148159469,2010-4-24
509356,5330963472553764976,2019-7-5
509372,5331069899214418467,2015-6-24
509407,5332428213269945454,2018-6-16
509462,5336122109292155821,2006-8-18
509533,5336122109292155821,2017-11-19
509639,5339500614343587420,2017-6-23
509643,5341206636808852294,2011-2-23
509789,5342260363546792323,2020-3-14
509829,5342672955141981547,2012-4-21
509885,5345086761418217198,2020-2-13
509887,5346865201978084902,2010-11-30
509888,5350080925904205102,2012-9-28
509890,5350080925904205102,2013-3-28
509896,5351887897387528443,2005-7-10
509897,5352458705176268643,1993-1-16
509898,5352458705176268643,1994-1-22
509899,5352458705176268643,1994-12-19
509900,5352458705176268643,1995-11-7
509901,5352458705176268643,1996-11-10
509924,5352921863339362794,2016-1-11
509930,5353030188787524939,2020-3-2
509932,5353542538832417890,2012-11-21
509934,5353703508524289346,2011-12-12
509949,5353703508524289346,2013-3-12
510029,5353703508524289346,2020-2-12
510035,5354206409510132989,2007-9-12
510235,5354682674532227001,2019-3-11
510242,5354682674532227001,2019-10-11
510264,5354892874347393703,2019-8-19
510266,5355106124146549986,2019-2-2
510269,5355106124146549986,2020-3-3
510281,5355581526149661859,2017-7-20
510288,5357895539310385460,2020-3-10
510335,5358523471265571576,2020-2-10
510344,5359087119133034393,2014-2-19
510362,5360220350444923104,2003-4-22
510449,5360431352926762292,2016-3-22
510484,5361940429933940795,2020-2-20
510486,5362920524969628462,2009-1-15
510493,5362982555396792461,2014-4-1
510497,5364978503673050479,2001-8-9
510571,5367430216183392297,2006-12-18
510592,5368205905464482623,2004-4-15
510593,5369083112103391466,2020-3-11
510596,5369342385312397409,2015-4-28
510604,5370764309681608272,2008-4-3
510616,5371612071801303812,2014-12-26
510623,5373744858550901282,2007-7-27
510642,5375506530841207267,2008-7-25
510644,5375775885892649551,2018-1-14
510648,5375886350635303277,2012-2-2
510656,5377394444774756739,2018-4-19
510657,5378219907342977233,2010-12-20
510683,5378417515616449798,2018-10-24
510687,5381136036819727937,2013-1-20
510696,5381136036819727937,2013-10-20
510705,5382447896459316773,2012-8-16
510707,5384550526987011086,2017-8-3
510751,5384620336903497956,2007-7-15
510754,5386960655974290007,2014-5-10
510912,5387771661327212195,2020-1-25
510918,5388167719900368425,2007-6-23
510963,5388548411833272723,2019-1-12
510967,5388548411833272723,2020-2-12
510991,5392309510843816404,2014-12-14
511010,5392309510843816404,2019-12-14
511014,5393481008217620407,2001-2-18
511019,5395313766777353196,2016-12-19
511057,5395313766777353196,2020-2-19
511060,5395551795385965515,2013-7-23
511115,5396156248863711541,2017-5-31
511234,5398079419237731908,2020-1-27
511254,5398261217154953769,2013-8-20
511262,5398261217154953769,2017-4-20
511322,5399337353955436995,2020-1-26
511474,5399669361019162483,2019-11-4
511479,5399840464680426986,2001-1-18
511508,5404346749540155015,2012-7-13
511533,5404346749540155015,2016-5-20
511581,5404850077340398337,2020-3-14
511595,5405041361087451508,2008-3-2
511752,5405588684681431072,2020-1-29
511809,5406542726370901230,2013-9-17
511867,5406911963151417937,2020-3-12
511869,5407711609169161082,2011-11-8
511888,5411917938297364511,2007-12-1
511946,5412500210560244946,2020-2-27
511947,5413401148686512331,2008-3-7
512088,5416386272558813572,2018-9-23
512108,5416396732393636044,2002-4-20
512115,5416763181045146544,2005-11-14
512134,5417101392704117451,2019-5-22
512145,5417370091990707615,2005-8-8
512319,5417875434515687241,2020-3-11
512352,5417945608114364406,2020-3-2
512367,5420750153653188764,2013-8-20
512376,5421198131377256782,2020-3-2
512389,5421601526888882852,2008-1-25
512418,5422135301860280474,2009-5-31
512432,5422550576483227290,2016-2-14
512435,5423059285350226432,2014-6-16
512455,5425161971723449415,2011-1-16
512458,5425549176788749919,2019-1-1
512464,5426121703197516328,2001-4-12
512573,5426561094110071174,2020-1-11
512592,5427536831965702492,2020-2-14
512604,5427617627269489361,2019-8-12
512641,5427622106467869788,2020-2-23
512711,5428062774606328009,2011-7-22
512782,5428534226638894899,2019-1-24
512785,5428534226638894899,2020-1-10
512792,5428868200787220717,2011-3-27
512898,5429224179604486512,2015-11-24
512899,5429224179604486512,2016-5-29
512900,5429224179604486512,2017-5-29
512901,5429224179604486512,2018-5-29
512902,5429224179604486512,2019-5-29
512929,5429662348227544582,2010-3-21
512930,5429883319731132348,2019-5-31
512944,5430839368427042119,2003-2-14
512947,5432015828856216489,2008-10-23
512978,5435143274789639241,2014-8-16
513000,5435289751011713482,2002-6-13
513086,5438179544928513155,2020-3-10
513088,5438888593874160766,2014-3-28
513091,5439725855782353338,2005-3-11
513098,5439800972510202833,2020-1-22
513105,5440415106639778701,2008-12-25
513219,5442004133329480816,2018-6-18
513303,5442114168180237482,2020-3-7
513368,5442657687294211031,2006-2-27
513382,5445481572969854391,2001-7-16
513417,5446234875709745297,2012-2-24
513433,5447013019778376859,2014-7-10
513657,5449178345131848715,2019-5-18
513678,5452879724958028184,2015-7-9
513686,5454170036764893095,2011-3-4
513692,5454369465987305936,2019-10-23
513697,5454369465987305936,2020-3-11
513740,5454736714370303799,2014-8-12
513776,5455237071006025452,2009-10-1
513821,5456179097987061322,2012-7-19
513831,5456580277344449904,2020-1-5
513921,5456895442477923998,2008-1-10
513924,5457168681838171535,2012-11-10
513930,5458604293872223716,2014-5-21
513967,5459487678551051681,2008-4-28
513985,5459487678551051681,2010-2-1
514061,5459487678551051681,2016-8-29
514062,5459497564536148322,2019-3-7
514069,5459497564536148322,2020-1-28
514072,5460792739165466798,2019-10-4
514127,5461141995587869300,2020-3-20
514182,5463247845038129471,2013-7-26
514197,5464362425678921973,2013-12-17
514214,5464900857635420986,2013-10-28
514243,5464900857635420986,2016-7-27
514249,5464900857635420986,2017-2-26
514274,5464900857635420986,2019-6-26
514281,5464900857635420986,2020-1-26
514282,5465014888959413502,2016-9-21
514356,5465806114914438478,2007-12-8
514358,5466058609953010321,2018-11-23
514360,5467282534833283920,2010-8-14
514364,5467367054397275973,2011-10-17
514370,5468338120876392161,2020-1-26
514375,5469739039223669978,2011-5-9
514453,5469983494815976232,2016-1-17
514473,5471122493080021909,2003-5-19
514476,5471394271925637417,2020-2-29
514483,5472140956406049161,2012-6-23
514620,5472194204589763080,2020-2-22
514657,5472383724722834830,2020-2-22
514805,5472544386775577294,2020-1-25
515039,5474027524465787394,2020-3-13
515043,5476111278875652335,2012-7-25
515061,5478159917256503786,2011-7-14
515062,5478779535691177790,2020-2-24
515069,5479920625993073902,2001-6-18
515082,5482076756686486558,2019-6-10
515241,5482699566252065512,2020-1-27
515257,5482918263928278860,2019-6-16
515258,5482918263928278860,2019-10-6
515260,5485386978060595795,2008-10-19
515273,5485386978060595795,2010-4-18
515285,5485386978060595795,2012-1-11
515352,5485430013211697572,2015-1-17
515359,5485843473902452631,2018-1-22
515363,5485843473902452631,2018-9-19
515407,5486608415801602365,2018-2-9
515420,5486608415801602365,2019-3-9
515431,5486608415801602365,2020-2-9
515461,5488562408972374843,2012-10-10
515464,5491681447229839805,2009-12-17
515477,5491730920887476012,2016-4-15
515482,5492016235587742171,2011-8-20
515525,5493323777198069745,2012-6-19
515537,5494203667512999807,2017-7-14
515555,5495190615183839886,2017-3-10
515592,5497095927477995155,2019-2-25
515600,5498158181884607285,2010-12-15
515680,5499244996495534643,2019-3-27
515699,5500019238236454967,2020-2-20
515702,5501798006093699074,2013-7-12
515704,5503696732254579382,2009-6-24
515796,5504970139898492853,2008-1-5
515797,5505385866092815387,2020-3-11
515818,5505535355735183970,2002-5-10
515899,5505605463533414722,2012-7-10
515980,5507201830958317586,2012-6-30
516093,5508790446550744572,2011-3-20
516098,5511969024473392679,2018-6-25
516111,5512080227103194168,2008-4-7
516113,5512638645591773651,2010-10-1
516186,5513454351907484540,2007-12-21
516209,5514510775915312182,2020-1-22
516215,5516869602115618589,2010-4-17
516257,5519171558135802881,2014-2-12
516265,5519609551237733946,2008-11-3
516266,5519913164877625490,2017-6-9
516267,5519913164877625490,2018-6-8
516268,5519913164877625490,2019-6-8
516271,5520041148543036990,2008-7-25
516275,5522047955157681477,2012-2-29
516282,5522047955157681477,2013-10-31
516311,5522047955157681477,2016-7-31
516312,5523524624068757728,2001-4-10
516313,5523524624068757728,2002-4-10
516316,5523624232108850810,2010-3-18
516317,5526996889817249318,2012-7-18
516329,5527921245031629768,2001-6-15
516330,5529233134418099047,2015-2-20
516389,5529233134418099047,2020-2-20
516405,5529928941067571950,2020-2-18
516433,5530503102071481968,2015-6-26
516540,5530822072681539917,2012-7-9
516571,5530822072681539917,2015-10-9
516573,5532757253344551210,2010-4-27
516580,5533094871912255922,2017-4-3
516598,5533220133247210103,2020-3-14
516599,5534727507275765952,2019-3-24
516722,5535509240541269557,2020-2-16
516724,5536232294130788240,2002-2-10
516813,5537122134746684726,2014-6-2
516947,5537767867535622979,2014-4-14
516954,5537767867535622979,2017-10-11
517115,5538037978389923312,2020-1-28
517154,5538392795951266599,2019-7-15
517166,5538668244110815354,2018-1-13
517196,5539062922185045577,2017-11-19
517206,5539594916658432733,2018-2-10
517223,5539721219746348619,2016-9-21
517271,5539727313768484745,2020-2-12
517280,5540005896305822517,2001-5-11
517284,5543192243411567368,2011-7-5
517346,5545090714728220970,2007-1-21
517349,5546068977645413328,2018-8-3
517354,5548826181229475308,2009-8-27
517357,5548927877095689725,2019-10-19
517414,5549647972740785522,2006-12-11
517514,5549647972740785522,2015-10-12
517647,5550143640404140672,2020-2-23
517652,5550283278523963870,2020-3-22
517674,5551126703205651163,2002-9-11
517676,5551900672797924499,2007-1-16
517807,5552103294625790379,2020-2-15
517809,5552576064968018474,2002-9-20
517822,5553127055625276090,2016-5-16
517830,5553618985996428831,2006-8-9
517831,5553618985996428831,2006-12-9
517837,5554743139777311292,2015-2-1
517856,5554840210358605749,2020-2-21
517969,5554989477499181979,2018-6-15
517981,5554989477499181979,2020-2-15
517982,5555484421253333991,2015-11-15
517989,5556103729575760307,2008-7-28
518001,5558796481707339095,2009-4-12
518007,5559954510615497315,2007-6-26
518021,5560020711640344801,2018-12-6
518044,5560972166226811607,2011-1-19
518076,5561276065455772397,2010-4-17
518112,5562160928785672507,2013-7-3
518125,5564669465378241917,2006-5-10
518128,5565801976453245551,2001-11-18
518136,5566042714597439702,2011-3-15
518152,5566372462032348080,2010-2-16
518156,5567626291392549005,2009-7-19
518167,5568802422230917128,2020-2-14
518181,5568849402256508930,2008-4-1
518211,5569187311859479164,2003-3-13
518212,5570493830168864773,2009-1-12
518217,5570818059292960061,2001-3-19
518222,5572485909771965862,2009-11-24
518239,5573286175156178971,2012-6-11
518285,5574564606498746835,2013-6-19
518289,5575716972982195807,2017-8-4
518300,5575716972982195807,2018-9-28
518302,5575716972982195807,2019-3-7
518310,5575716972982195807,2020-1-9
518336,5575777108870427055,2002-12-21
518356,5575777108870427055,2011-1-21
518378,5575777108870427055,2013-12-22
518385,5576310707011676611,2015-12-14
518396,5576310707011676611,2016-12-14
518431,5576310707011676611,2020-3-14
518451,5576887899841313228,2020-3-7
518454,5576957216575120261,2015-7-5
518455,5579787782380067089,2016-12-31
518461,5579787782380067089,2017-6-17
518466,5581929946697253609,2014-1-19
518472,5582330120394915485,2009-11-27
518500,5582330120394915485,2016-11-27
518504,5583103415356959125,2009-7-1
518534,5583103415356959125,2012-6-21
518541,5583103415356959125,2013-6-25
518726,5583156943181782464,2017-5-18
518750,5583695051321450677,2008-12-26
518761,5585660841710764329,2016-4-18
518767,5587796279891293014,2011-7-24
518804,5587796279891293014,2014-11-24
518865,5587796279891293014,2020-1-27
518872,5588419400790059822,2010-10-10
518892,5589185318083552330,2013-5-20
518897,5589185318083552330,2020-1-6
518898,5590775599122626589,2001-3-9
518899,5590775599122626589,2002-3-9
518900,5590775599122626589,2003-3-9
518901,5590775599122626589,2004-3-9
518930,5591652053963360921,2003-1-22
518935,5594692364428216139,2007-5-27
518946,5595418220254406155,2020-3-8
519080,5596246820258166727,2020-2-24
519101,5599122555832044060,2002-5-11
519102,5601359041474400123,2010-11-1
519121,5601359041474400123,2012-8-1
519131,5601555844399217753,2001-6-12
519132,5603474063961696506,2020-3-5
519171,5603479237550281648,2010-3-27
519173,5604256687861538834,2010-9-15
519179,5605993527150241307,2011-3-16
519215,5606830764439246123,2011-9-16
519224,5607212064421555123,2006-10-21
519254,5608319374725931786,2019-3-30
519258,5608487669950085037,2020-3-7
519259,5609409221897228267,2011-8-1
519261,5609409221897228267,2012-1-2
519264,5609409221897228267,2012-10-1
519265,5611668396164414622,2014-8-12
519300,5613039866343787356,2020-2-9
519306,5613219741687990644,2009-6-17
519362,5613691620585105338,2013-8-24
519369,5615541249276919238,2008-3-21
519478,5615871927814382607,2016-1-22
519488,5616647972565786018,2011-5-22
519493,5617413777445722358,2012-7-14
519551,5619220376780112723,2020-2-18
519565,5619543571142452477,2001-11-16
519602,5619806455450568810,2020-2-10
519603,5620356012905131635,2001-8-13
519604,5620356012905131635,2002-8-13
519605,5620356012905131635,2003-8-13
519606,5620356012905131635,2004-8-13
519607,5620356012905131635,2005-8-13
519613,5622675304061394753,2020-3-8
519619,5624365517228367599,2002-3-15
519685,5627585174394627454,2011-6-15
519705,5627725795823445197,2013-4-30
519710,5629591130193510525,2008-3-26
519712,5632860831360524268,2019-6-22
519719,5633971621872680374,2009-7-3
519720,5635217149316434209,1998-1-27
519721,5635217149316434209,1999-2-1
519722,5635217149316434209,2000-2-7
519723,5635217149316434209,2001-1-25
519724,5635217149316434209,2002-1-14
519785,5635569725733552862,2014-1-14
519805,5635569725733552862,2016-12-14
519808,5636421603622402204,2014-9-30
519812,5636753470800989389,2009-10-30
519827,5637872879093381206,2011-3-19
519833,5639292870951569252,2019-8-11
519881,5639635655644841960,2013-4-22
519887,5643060317341076247,2012-5-25
519924,5643882029188352177,2009-11-23
519953,5644058497349778914,2015-5-24
519963,5644853223312374447,2016-7-10
519970,5644853223312374447,2017-9-10
519972,5645229970129432619,2019-11-28
519986,5648079256762207598,2018-3-13
520008,5649053051999384860,2010-7-27
520033,5653253956842616155,2013-9-10
520098,5653253956842616155,2020-2-24
520100,5654179566125695692,2017-10-15
520101,5655333687126262538,2016-7-7
520105,5655333687126262538,2017-4-7
520262,5655789627213398763,2020-2-1
520273,5655891467010948916,2005-4-9
520313,5659970117349796167,2013-3-26
520336,5659970117349796167,2015-5-26
520373,5660689613811376876,2020-2-15
520377,5664066085682913718,2016-11-25
520388,5664066085682913718,2017-11-25
520414,5664066085682913718,2020-1-26
520422,5664598564928659738,2020-2-19
520434,5665457734277830120,2007-7-20
520435,5666161439063894242,2001-8-13
520436,5666172040205490012,2009-11-20
520446,5668170075196524786,2011-9-25
520447,5668170075196524786,2012-4-25
520465,5668588137470476540,2020-2-10
520468,5669432098539855927,2008-5-30
520475,5670234688144158741,2007-7-28
520501,5672253422815712340,2003-6-9
520519,5672435884149901286,2020-3-4
520521,5672892321001813209,2017-12-3
520529,5672932014522280704,2020-2-11
520604,5674988549359112770,2008-2-11
520605,5674988549359112770,2009-3-12
520606,5674988549359112770,2010-3-12
520608,5676918816627202490,2006-6-7
520609,5676918816627202490,2007-6-21
520610,5676918816627202490,2008-6-21
520641,5676987249807493353,2003-2-16
520807,5677223492569503203,2014-7-17
520816,5677781774776969669,2013-4-15
520830,5678927133356950877,2013-9-11
520836,5679093566202833344,2020-2-13
520837,5679941539415580652,2020-3-1
520845,5683502160274188498,2008-10-13
520867,5684816369138695867,2012-3-22
520883,5684816369138695867,2013-12-23
520903,5686528767751659463,2008-8-29
520926,5687887669836632911,2017-12-22
521006,5688303495044741193,2015-8-26
521033,5688360298742618752,2012-10-25
521038,5689805628228680641,2010-7-21
521123,5693732547460197805,2020-2-1
521144,5694667146842781062,2013-7-20
521163,5695847971282078703,2002-3-11
521221,5696902258501063006,2020-2-17
521222,5698264056105187046,2001-7-16
521223,5698264056105187046,2002-7-16
521224,5698264056105187046,2003-7-16
521227,5698580619632337394,2000-11-10
521269,5698600262280273411,2004-2-13
521294,5698710431300300939,2010-11-21
521299,5699619379715550572,2007-6-6
521307,5702075404761197975,2012-6-17
521310,5702352147754169214,2020-2-26
521320,5702400197233140846,2003-8-17
521321,5702400197233140846,2004-1-17
521322,5702400197233140846,2005-1-16
521323,5708105649650870808,2001-10-21
521330,5709911559143262330,2001-10-15
521333,5709911559143262330,2002-4-15
521341,5712343882537781081,2013-5-8
521346,5712654201264786465,2015-8-6
521347,5712663465816397599,2010-3-4
521348,5712663465816397599,2010-8-29
521505,5713379771722512106,2020-1-30
521506,5713801472048685274,2019-3-8
521512,5713801472048685274,2019-9-22
521518,5715293612208470405,2017-1-5
521522,5715485746972938092,2015-7-30
521618,5715698175787308049,2008-9-11
521727,5716106907343995915,2015-11-6
521768,5716106907343995915,2020-1-25
521769,5719204913899942401,2012-12-10
521770,5719204913899942401,2013-12-9
521778,5719706064329045593,2019-6-1
521838,5721530666882893441,2020-3-9
521858,5722797637187385384,2017-7-13
521878,5722800666044764045,2012-1-23
521948,5722983611451365733,2020-3-10
522044,5723423316268196647,2013-10-18
522089,5724310728157517908,2012-7-15
522107,5725708415412348481,2013-3-25
522122,5726335105896107748,2013-3-17
522182,5726335105896107748,2020-2-17
522199,5726508906360042101,2012-11-30
522205,5726508906360042101,2014-10-31
522303,5726804368476595686,2020-3-11
